ORIGIN_AIRPORT,DESTINATION_AIRPORT,DISTANCE,FLY_DATE,LATITUDE,LONGITUDE
DCA,JFK,213,1/08/1997,38.85208,-77.03772
MSN,DFW,821,1/10/1997,43.13986,-89.33751
CMH,LGA,479,1/03/1997,39.99799,-82.89188
SBP,LAX,156,1/03/1997,35.23706,-120.64239
COS,IAH,809,1/03/1997,38.80581,-104.70025
OAK,SLC,588,1/07/1997,37.72129,-122.22072
LAR,DEN,113,1/05/1997,41.31205,-105.67499
SAN,LAX,109,1/04/1997,32.73356,-117.18966
BFL,SFO,238,1/04/1997,35.4336,-119.05677
DRO,PHX,351,1/02/1997,37.15152,-107.75377
MRY,PHX,598,1/02/1997,36.58698,-121.84295
FAT,PHX,493,1/12/1997,36.77619,-119.71814
MSP,ORD,334,1/09/1997,44.88055,-93.21692
DFW,ORD,802,1/11/1997,32.89595,-97.0372
BIS,DEN,516,1/01/1997,46.77411,-100.74672
ITO,HNL,216,1/01/1997,19.72026,-155.04847
PBI,LGA,1035,1/01/1997,26.68316,-80.09559
SAT,ORD,1041,1/08/1997,29.53369,-98.46978
FLL,IAH,965,1/08/1997,26.07258,-80.15275
BUF,CLT,546,1/06/1997,42.94052,-78.73217
SEA,ORD,1721,1/09/1997,47.44898,-122.30931
CMH,FLL,973,1/04/1997,39.99799,-82.89188
LAS,HOU,1235,1/03/1997,36.08036,-115.15233
PVD,MCO,1072,1/10/1997,41.724,-71.42822
SAN,BWI,2295,1/12/1997,32.73356,-117.18966
SAN,MDW,1728,1/10/1997,32.73356,-117.18966
SMF,PHX,647,1/10/1997,38.69542,-121.59077
SAN,DEN,853,1/01/1997,32.73356,-117.18966
SAN,EWR,2425,1/02/1997,32.73356,-117.18966
SJC,PHX,621,1/01/1997,37.36186,-121.92901
SJC,DFW,1438,1/04/1997,37.36186,-121.92901
DFW,BOS,1562,1/03/1997,32.89595,-97.0372
SAN,DFW,1171,1/05/1997,32.73356,-117.18966
LAX,DFW,1235,1/03/1997,33.94254,-118.40807
ONT,SEA,956,1/05/1997,34.056,-117.60119
RDU,MIA,700,1/03/1997,35.87764,-78.78747
ROC,ATL,749,1/03/1997,43.11887,-77.67238
MCO,ATL,404,1/05/1997,28.42889,-81.31603
DCA,MSP,931,1/05/1997,38.85208,-77.03772
CAE,IAH,878,1/01/1997,33.93884,-81.11954
BTR,ATL,448,1/04/1997,30.53316,-91.14963
IAD,MSP,908,1/01/1997,38.94453,-77.45581
SAV,DFW,925,1/09/1997,32.12758,-81.20214
GRI,DFW,561,1/01/1997,40.96747,-98.30861
PDX,SAN,933,1/07/1997,45.58872,-122.5975
DFW,MSP,852,1/10/1997,32.89595,-97.0372
PSP,SLC,541,1/08/1997,33.82922,-116.50625
ISN,MSP,546,1/08/1997,48.17794,-103.64235
HLN,DEN,594,1/04/1997,46.60682,-111.98275
MCO,IAH,854,1/09/1997,28.42889,-81.31603
BOS,RIC,474,1/07/1997,42.36435,-71.00518
BZN,DEN,524,1/07/1997,45.7769,-111.15301
FAT,SLC,501,1/04/1997,36.77619,-119.71814
FSD,DEN,483,1/09/1997,43.58135,-96.7417
IAH,ORD,925,1/02/1997,29.98047,-95.33972
EWR,IAH,1400,1/08/1997,40.6925,-74.16866
PIT,DTW,201,1/06/1997,40.49147,-80.23287
FLL,CLT,631,1/06/1997,26.07258,-80.15275
MIA,EWR,1085,1/06/1997,25.79325,-80.29056
DEN,ATL,1199,1/02/1997,39.85841,-104.667
MDW,PHX,1444,1/01/1997,41.78598,-87.75242
LAX,PHL,2402,1/06/1997,33.94254,-118.40807
IAD,DFW,1172,1/02/1997,38.94453,-77.45581
LAX,AUS,1242,1/10/1997,33.94254,-118.40807
CLT,DFW,936,1/10/1997,35.21401,-80.94313
PHL,DFW,1303,1/11/1997,39.87195,-75.24114
DFW,CLT,936,1/11/1997,32.89595,-97.0372
ATL,DFW,731,1/12/1997,33.64044,-84.42694
RDU,DFW,1061,1/04/1997,35.87764,-78.78747
SAT,DFW,247,1/05/1997,29.53369,-98.46978
FAI,SEA,1533,1/07/1997,64.81368,-147.85967
FLL,BOS,1237,1/10/1997,26.07258,-80.15275
RSW,BOS,1249,1/03/1997,26.53617,-81.75517
MIA,ATL,594,1/09/1997,25.79325,-80.29056
BWI,MSP,936,1/09/1997,39.1754,-76.6682
MDT,ATL,620,1/10/1998,40.1935,-76.7634
EWR,BOS,200,1/08/1998,40.6925,-74.16866
SCE,DTW,301,1/07/1998,40.85121,-77.8463
GEG,DEN,836,1/02/1998,47.61986,-117.53384
LEX,DFW,785,1/11/1998,38.03697,-84.60539
VPS,DFW,641,1/08/1998,30.48325,-86.5254
BWI,ORD,622,1/06/1998,39.1754,-76.6682
SBA,PHX,455,1/12/1998,34.42621,-119.84037
SBP,PHX,509,1/03/1998,35.23706,-120.64239
PNS,IAH,489,1/07/1998,30.47331,-87.18744
COS,DEN,73,1/01/1998,38.80581,-104.70025
CLE,ORD,315,1/09/1998,41.41089,-81.8494
LIH,HNL,102,1/04/1998,21.97598,-159.33896
TWF,SLC,175,1/12/1998,42.4818,-114.48774
SAN,ATL,1892,1/06/1998,32.73356,-117.18966
BDL,ORD,783,1/05/1998,41.93887,-72.68323
LAX,PHX,370,1/05/1998,33.94254,-118.40807
EWR,PHX,2133,1/11/1998,40.6925,-74.16866
PHL,CLT,449,1/12/1998,39.87195,-75.24114
AUS,IAH,140,1/03/1998,30.19453,-97.66987
SFO,EWR,2565,1/04/1998,37.619,-122.37484
RNO,SFO,192,1/10/1998,39.49858,-119.76806
SEA,MDW,1733,1/07/1998,47.44898,-122.30931
SJU,TPA,1237,1/01/1998,18.43942,-66.00183
HNL,LAX,2556,1/11/1998,21.31869,-157.92241
CLT,PHL,449,1/06/1998,35.21401,-80.94313
JFK,PHX,2153,1/10/1998,40.63975,-73.77893
SAN,PHX,304,1/05/1998,32.73356,-117.18966
ONT,PHX,325,1/03/1998,34.056,-117.60119
MIA,CLT,650,1/12/1998,25.79325,-80.29056
PBI,ORD,1144,1/09/1998,26.68316,-80.09559
EWR,DFW,1372,1/08/1998,40.6925,-74.16866
ANC,OTZ,548,1/02/1998,61.17432,-149.99619
SAN,SEA,1050,1/02/1998,32.73356,-117.18966
SAN,PDX,933,1/01/1999,32.73356,-117.18966
JFK,LAX,2475,1/08/1999,40.63975,-73.77893
LGA,MCO,950,1/12/1999,40.77724,-73.87261
JFK,RSW,1074,1/06/1999,40.63975,-73.77893
BOS,PIT,496,1/09/1999,42.36435,-71.00518
SFO,JFK,2586,1/05/1999,37.619,-122.37484
MSP,ATL,907,1/10/1999,44.88055,-93.21692
AUS,ATL,813,1/02/1999,30.19453,-97.66987
COS,ATL,1184,1/04/1999,38.80581,-104.70025
DTW,ATL,594,1/03/1999,42.21206,-83.34884
MSY,LGA,1183,1/11/1999,29.99339,-90.25803
SEA,ATL,2182,1/07/1999,47.44898,-122.30931
EWR,ATL,746,1/01/1999,40.6925,-74.16866
TPA,ATL,406,1/07/1999,27.97547,-82.53325
BPT,DFW,270,1/12/1999,29.95083,-94.02069
RIC,IAD,100,1/02/1999,37.50517,-77.31967
EWR,JAX,820,1/01/1999,40.6925,-74.16866
GPT,IAH,376,1/04/1999,30.40728,-89.07009
TPA,DEN,1506,1/08/1999,27.97547,-82.53325
RSW,DEN,1607,1/01/1999,26.53617,-81.75517
DEN,DFW,641,1/12/1999,39.85841,-104.667
CLE,MCO,895,1/03/1999,41.41089,-81.8494
GPT,DFW,500,1/09/1999,30.40728,-89.07009
MGM,DFW,622,1/06/1999,32.30064,-86.39398
SAN,LAX,109,1/02/1999,32.73356,-117.18966
ACY,MYR,466,1/04/1999,39.45758,-74.57717
STC,ORD,394,1/11/1999,45.54532,-94.05834
BOI,LAX,674,1/01/1999,43.56444,-116.22278
SFO,SAN,447,1/01/1999,37.619,-122.37484
MSP,LAX,1535,1/05/1999,44.88055,-93.21692
BFL,PHX,425,1/07/1999,35.4336,-119.05677
TPA,ORD,1012,1/10/1999,27.97547,-82.53325
ORD,IAD,589,1/11/1999,41.9796,-87.90446
HNL,OGG,100,1/02/1999,21.31869,-157.92241
JFK,MSY,1182,1/01/2000,40.63975,-73.77893
MKE,ORD,67,1/12/2000,42.94722,-87.89658
MIA,ORD,1197,1/09/2000,25.79325,-80.29056
SEA,PHL,2378,1/06/2000,47.44898,-122.30931
SAT,ATL,874,1/10/2000,29.53369,-98.46978
PDX,MDW,1751,1/11/2000,45.58872,-122.5975
LAS,PHX,255,1/03/2000,36.08036,-115.15233
JAX,DFW,918,1/02/2000,30.49406,-81.68786
MSY,DFW,447,1/04/2000,29.99339,-90.25803
PIT,DFW,1067,1/07/2000,40.49147,-80.23287
COS,DFW,592,1/05/2000,38.80581,-104.70025
SEA,SAN,1050,1/08/2000,47.44898,-122.30931
PDX,SAN,933,1/11/2000,45.58872,-122.5975
SEA,SLC,689,1/05/2000,47.44898,-122.30931
PVD,MCO,1072,1/01/2000,41.724,-71.42822
HPN,PBI,1056,1/02/2000,41.06696,-73.70757
JFK,LAS,2248,1/07/2000,40.63975,-73.77893
MLB,ATL,442,1/12/2000,28.10275,-80.64581
PIT,ATL,526,1/09/2000,40.49147,-80.23287
SAN,MSP,1532,1/06/2000,32.73356,-117.18966
ABE,ATL,692,1/08/2000,40.65236,-75.4404
SPI,DFW,630,1/10/2000,39.84395,-89.67762
PLN,DTW,243,1/03/2000,45.57093,-84.79672
PDX,ONT,838,1/04/2000,45.58872,-122.5975
RSW,EWR,1068,1/05/2001,26.53617,-81.75517
SJC,MSP,1576,1/07/2001,37.36186,-121.92901
CIU,DTW,284,1/03/2001,46.25075,-84.47239
MCO,CLT,468,1/06/2001,28.42889,-81.31603
BWI,CLT,361,1/11/2001,39.1754,-76.6682
EWR,CLT,529,1/01/2001,40.6925,-74.16866
AUS,ATL,813,1/04/2001,30.19453,-97.66987
CAK,MCO,861,1/03/2001,40.91631,-81.44247
FLL,LAS,2173,1/09/2001,26.07258,-80.15275
MKE,LAS,1524,1/09/2001,42.94722,-87.89658
PHX,MDW,1444,1/12/2001,33.43417,-112.00806
SJC,LAS,386,1/08/2001,37.36186,-121.92901
LAS,EWR,2227,1/10/2001,36.08036,-115.15233
ORD,EWR,719,1/02/2001,41.9796,-87.90446
DSM,DFW,624,1/06/2001,41.53493,-93.66068
IAH,DFW,224,1/04/2001,29.98047,-95.33972
RIC,DFW,1158,1/09/2001,37.50517,-77.31967
BLI,SEA,93,1/03/2001,48.79275,-122.53753
PDX,LAX,834,1/12/2001,45.58872,-122.5975
SEA,PSP,987,1/08/2001,47.44898,-122.30931
LAX,PDX,834,1/10/2001,33.94254,-118.40807
SEA,DFW,1660,1/07/2001,47.44898,-122.30931
SLC,SJC,584,1/04/2001,40.78839,-111.97777
BDL,MIA,1194,1/05/2001,41.93887,-72.68323
RSW,ATL,515,1/01/2001,26.53617,-81.75517
TPA,LGA,1010,1/11/2001,27.97547,-82.53325
MCO,LGA,950,1/02/2001,28.42889,-81.31603
SFO,MSP,1589,1/08/2001,37.619,-122.37484
CRP,DFW,354,1/11/2001,27.77036,-97.50122
SHV,DFW,190,1/11/2002,32.44663,-93.8256
BTR,DFW,383,1/10/2002,30.53316,-91.14963
MLU,DFW,293,1/12/2002,32.51087,-92.03769
PIA,DFW,672,1/05/2002,40.66424,-89.69331
ROW,DFW,435,1/10/2002,33.30156,-104.53056
FWA,DFW,859,1/12/2002,40.97847,-85.19515
CHS,MIA,489,1/11/2002,32.89865,-80.04051
GSO,MIA,710,1/06/2002,36.09775,-79.9373
LGA,FLL,1076,1/03/2002,40.77724,-73.87261
DTW,ATL,594,1/10/2002,42.21206,-83.34884
DTW,FLL,1127,1/10/2002,42.21206,-83.34884
PDX,BUR,817,1/11/2002,45.58872,-122.5975
MSN,ORD,108,1/11/2002,43.13986,-89.33751
COS,LAX,833,1/07/2002,38.80581,-104.70025
GCC,DEN,313,1/06/2002,44.3489,-105.53936
LAX,IAH,1379,1/02/2002,33.94254,-118.40807
SNA,IAH,1346,1/11/2002,33.67566,-117.86822
BUF,ORD,473,1/08/2002,42.94052,-78.73217
SFO,LAX,337,1/04/2002,37.619,-122.37484
DAL,MDW,793,1/12/2002,32.84711,-96.85177
LIT,DAL,296,1/10/2002,34.7294,-92.22425
MHT,MCO,1142,1/12/2002,42.93452,-71.43706
ALB,MCO,1073,1/09/2002,42.74812,-73.80298
SAT,BWI,1407,1/01/2002,29.53369,-98.46978
OKC,ATL,761,1/12/2002,35.39309,-97.60073
SNA,PHX,338,1/11/2002,33.67566,-117.86822
DFW,STL,550,1/11/2002,32.89595,-97.0372
LGA,DFW,1389,1/11/2002,40.77724,-73.87261
LAS,ORD,1514,1/05/2002,36.08036,-115.15233
BNA,MIA,806,1/09/2002,36.12448,-86.67818
MSP,MIA,1501,1/01/2002,44.88055,-93.21692
SNA,DFW,1205,1/04/2002,33.67566,-117.86822
MIA,DCA,919,1/02/2002,25.79325,-80.29056
JFK,BOS,187,1/11/2002,40.63975,-73.77893
BOS,DTW,632,1/11/2002,42.36435,-71.00518
OMA,ATL,821,1/03/2002,41.30252,-95.89417
PIT,MSP,726,1/07/2002,40.49147,-80.23287
SNA,ATL,1919,1/08/2002,33.67566,-117.86822
FLL,ATL,581,1/12/2002,26.07258,-80.15275
SNA,MSP,1522,1/06/2002,33.67566,-117.86822
ATL,LGA,762,1/10/2002,33.64044,-84.42694
BHM,ATL,134,1/02/2003,33.56294,-86.75355
BNA,ATL,214,1/03/2003,36.12448,-86.67818
FLL,DFW,1119,1/08/2003,26.07258,-80.15275
SAN,JFK,2446,1/04/2003,32.73356,-117.18966
BHM,DFW,597,1/08/2003,33.56294,-86.75355
HOB,IAH,501,1/02/2003,32.68753,-103.21703
LNK,DEN,423,1/07/2003,40.85097,-96.75925
DEN,MSP,680,1/01/2003,39.85841,-104.667
LAS,DEN,628,1/10/2003,36.08036,-115.15233
SNA,DEN,846,1/11/2003,33.67566,-117.86822
SGF,DFW,364,1/09/2003,37.24433,-93.38686
CMI,DFW,693,1/10/2003,40.03925,-88.27806
COU,DFW,489,1/06/2003,38.81809,-92.21963
BWI,FLL,925,1/05/2003,39.1754,-76.6682
MCI,IAH,643,1/12/2003,39.29761,-94.71391
GTF,DEN,624,1/05/2003,47.482,-111.37069
BNA,CVG,230,1/04/2003,36.12448,-86.67818
SNA,SFO,372,1/04/2003,33.67566,-117.86822
PHX,LAX,370,1/04/2003,33.43417,-112.00806
ATL,IAH,689,1/04/2003,33.64044,-84.42694
EKO,SLC,200,1/12/2003,40.82493,-115.7917
IAD,JFK,228,1/01/2003,38.94453,-77.45581
HNL,KOA,163,1/03/2003,21.31869,-157.92241
FAT,SFO,158,1/02/2003,36.77619,-119.71814
LAX,MSP,1535,1/05/2003,33.94254,-118.40807
PHX,SFO,651,1/09/2003,33.43417,-112.00806
PIT,CLT,366,1/11/2003,40.49147,-80.23287
MSP,CLT,930,1/07/2003,44.88055,-93.21692
BWI,MCO,787,1/10/2003,39.1754,-76.6682
MSY,ATL,425,1/08/2003,29.99339,-90.25803
PHX,DAL,879,1/02/2003,33.43417,-112.00806
FLL,ORD,1182,1/04/2003,26.07258,-80.15275
PHL,PHX,2075,1/06/2003,39.87195,-75.24114
LAX,SFO,337,1/08/2003,33.94254,-118.40807
MEM,DFW,432,1/11/2003,35.04242,-89.97667
BOS,DFW,1562,1/04/2003,42.36435,-71.00518
AUS,DFW,190,1/09/2003,30.19453,-97.66987
DFW,TPA,929,1/10/2003,32.89595,-97.0372
CLE,DFW,1021,1/02/2003,41.41089,-81.8494
LAX,DFW,1235,1/08/2003,33.94254,-118.40807
SJC,SEA,697,1/01/2003,37.36186,-121.92901
PDX,SNA,859,1/08/2003,45.58872,-122.5975
LAS,PDX,763,1/10/2003,36.08036,-115.15233
SEA,SMF,605,1/04/2003,47.44898,-122.30931
LGB,OAK,353,1/11/2003,33.81772,-118.15161
LAX,JFK,2475,1/10/2003,33.94254,-118.40807
AVL,ATL,164,1/07/2003,35.43619,-82.54181
HSV,ATL,151,1/01/2003,34.64045,-86.77311
BNA,ORD,409,1/06/2003,36.12448,-86.67818
SAF,DFW,551,1/09/2003,35.61678,-106.08814
GRR,DFW,931,1/08/2003,42.88082,-85.52277
XNA,ORD,522,1/02/2003,36.28187,-94.30681
SUX,ORD,436,1/12/2003,42.4026,-96.38437
LFT,DFW,351,1/09/2003,30.20528,-91.98766
ORD,TPA,1012,1/12/2003,41.9796,-87.90446
PSP,IAH,1269,1/12/2003,33.82922,-116.50625
HYS,DEN,298,1/12/2003,38.84494,-99.27403
BOS,EWR,200,1/03/2003,42.36435,-71.00518
HNL,ITO,216,1/02/2003,21.31869,-157.92241
JFK,MIA,1089,1/01/2003,40.63975,-73.77893
DTW,LAS,1749,1/01/2003,42.21206,-83.34884
EWR,MIA,1085,1/11/2003,40.6925,-74.16866
SAN,IAH,1303,1/05/2003,32.73356,-117.18966
DFW,IAH,224,1/06/2003,32.89595,-97.0372
RIC,CLT,257,1/04/2003,37.50517,-77.31967
TPA,CLT,507,1/03/2003,27.97547,-82.53325
TPA,EWR,997,1/06/2003,27.97547,-82.53325
CAK,ATL,528,1/03/2003,40.91631,-81.44247
MCO,ATL,404,1/11/2003,28.42889,-81.31603
ABQ,DAL,580,1/08/2003,35.04022,-106.60919
PVD,FLL,1188,1/09/2003,41.724,-71.42822
PHL,FLL,992,1/10/2003,39.87195,-75.24114
PHL,LAS,2176,1/02/2003,39.87195,-75.24114
MIA,DEN,1709,1/12/2003,25.79325,-80.29056
TUL,DFW,237,1/07/2003,36.19837,-95.88824
LAX,BOS,2611,1/05/2003,33.94254,-118.40807
DFW,LGA,1389,1/10/2003,32.89595,-97.0372
BWI,DFW,1217,1/08/2003,39.1754,-76.6682
DFW,LAX,1235,1/12/2003,32.89595,-97.0372
SFO,JFK,2586,1/04/2003,37.619,-122.37484
MKE,MSP,297,1/07/2003,42.94722,-87.89658
